Common,Scientific,Length,Recordist,Date,Country,Location,Type,ID,Class,Seconds,Name,NameCat,nType
Great Spotted Woodpecker,Dendrocopos major,0:48,Sonnenburg,2018-04-30 00:00:00,Germany,"Oder-Spree (near  Storkow (Mark)), Brandenburg",drumming,XC412936,1,48,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:58,Jerome Fischer,2018-04-02 00:00:00,Switzerland,"Corcelles-Cormondrèche, Boudry, Canton of Neuchâtel",drumming,XC411478,1,58,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:05,Guido O. Keijl,2013-04-21 00:00:00,Netherlands,"Castricum, Castricum, Noord-Holland","call, male",XC408746,1,5,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:22,Lars Edenius,2018-04-01 00:00:00,Sweden,"Baggböle, Umeå, Västerbottens län",drumming,XC408721,1,22,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:06,Stanislas Wroza,2018-03-25 00:00:00,France,"Gambaiseuil, Yvelines, Île-de-France","alarm call, flight call, nuptial calls",XC407312,1,6,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:21,Dries Van de Loock,2018-03-06 00:00:00,Switzerland,"Pierra Avoi Forest, Verbier, Bagnes, Valais","agitation call, alarm call",XC406570,1,21,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:16,Ad Postma,2018-03-09 00:00:00,Netherlands,"Borculo, Berkelland, Gelderland","call, male",XC405106,1,16,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:18,Rob van Bemmelen,2018-02-17 00:00:00,Netherlands,"Egmond-Binnen, Bergen, Noord-Holland",call,XC403800,1,18,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:14,Antonio Xeira,2017-10-18 00:00:00,Germany,"Augsburger Mullberg, Schwaben, Bayern",call,XC402229,1,14,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:37,Bram Vogels,2018-01-21 00:00:00,Belgium,"Kalmthout, Antwerpen, Vlaanderen",call,XC400036,1,37,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:59,Jordi Calvet,2017-12-02 00:00:00,Spain,"L'Anoia (near  Veciana), Barcelona, Catalunya","call, male",XC395321,1,59,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:21,Jordi Calvet,2017-11-29 00:00:00,Spain,"L'Anoia (near  Veciana), Barcelona, Catalunya",call,XC395320,1,21,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:46,Jordi Calvet,2017-10-22 00:00:00,Spain,"Callús, El Bages, Catalunya",call,XC390982,1,46,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:07,Dries Van de Loock,2017-02-19 00:00:00,Belgium,"Serskamp Bos, Wichelen, Oost-Vlaanderen, Vlaanderen","call, flight call",XC385869,1,7,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:27,Dries Van de Loock,2017-03-11 00:00:00,Belgium,"Zoniënwoud, Watermaal-Bosvoorde",drumming,XC385855,1,27,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:03,Mario Slatki,2017-02-26 00:00:00,Croatia,"Gornji Hrašćan, Općina Nedelišće, Međimurska županija",call,XC385280,1,3,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:53,AFR,2017-05-20 00:00:00,Germany,"Essen, Düsseldorf, Nordrhein-Westfalen",song,XC380346,1,53,Dendrocopos major,183,song
Great Spotted Woodpecker,Dendrocopos major,0:13,Stanislas Wroza,2017-07-15 00:00:00,France,"Valleraugue, Gard, Occitanie",flight call,XC380073,1,13,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:31,Sonnenburg,2017-07-05 00:00:00,Germany,"Brandenburg (near  Heidesee), Brandenburg",call,XC378613,1,31,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:16,Frank A. Roos,2015-02-09 00:00:00,Netherlands,"Westbroek, De Bilt, Utrecht",call,XC377852,1,16,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:37,Kaspars Funts,2017-06-18 00:00:00,Latvia,"Neretas pagasts, Nereta Municipality",alarm call,XC376102,1,37,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:50,Eetu Paljakka,2017-06-10 00:00:00,Finland,"Tiuruniemi, Lappeenranta, South Karelia","alarm call, begging call",XC375834,1,50,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:23,Antonio Xeira,2017-06-08 00:00:00,Germany,"NSG Seeholz (near  Dießen am Ammersee), Oberbayern, Bayern","begging call, call",XC374658,1,23,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:20,Antonio Xeira,2017-06-08 00:00:00,Germany,"NSG Seeholz (near  Dießen am Ammersee), Oberbayern, Bayern",begging call,XC374657,1,20,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:17,Eetu Paljakka,2017-06-06 00:00:00,Finland,"Suvisaaristo, Espoo, Uusimaa","call, wood knocking",XC374328,1,17,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:21,Hugo Samain,2017-05-26 00:00:00,France,"Guilers, Finistère, Bretagne","call, drumming",XC372104,1,21,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:30,Eetu Paljakka,2017-05-20 00:00:00,Finland,"Medvastö, Kirkkonummi","call, male, wood knocking",XC371325,1,30,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:36,Samuel Odrzykoski,2017-05-16 00:00:00,Germany,"Brandenburg (near  Rietz-Neuendorf), Brandenburg","alarm call, juvenile",XC370537,1,36,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:07,Jordi Calvet,2017-04-30 00:00:00,Spain,Torrent de Masquefa,call,XC367560,1,7,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:55,Elias A. Ryberg,2017-05-02 00:00:00,Norway,"Helgøya, Ringsaker, Hedmark","call, drumming",XC367385,1,55,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:37,Lars Edenius,2017-04-18 00:00:00,Sweden,"Stora Tuvan, Umeå, Västerbottens län",drumming,XC365128,1,37,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:46,Elias A. Ryberg,2017-04-09 00:00:00,Norway,"Stange, Hedmark",drumming,XC363680,1,46,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:43,Sonnenburg,2017-02-09 00:00:00,Germany,"Brandenburg (near  Heidesee), Brandenburg",alarm call,XC355052,1,43,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major major,0:43,Danuta Peplowska-Marczak,2017-02-02 00:00:00,Poland,"Gmina Izabelin (near  Izabelin C), warszawski zachodni, mazowieckie","drumming, female",XC353987,1,43,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major major,0:19,Danuta Peplowska-Marczak,2017-02-02 00:00:00,Poland,"Gmina Izabelin (near  Izabelin C), warszawski zachodni, mazowieckie","drumming, female",XC353986,1,19,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:32,Timo Roeke,2016-12-19 00:00:00,Netherlands,"Nijverdal, Hellendoorn, Overijssel",call,XC346551,1,32,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major major,0:16,Jarek Matusiak,2016-05-30 00:00:00,Poland,"Gmina Białowieża (near  Białowieża), Hajnówka County, Podlaskie Voivodeship","begging call, juvenile",XC346317,1,16,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:08,Tero Linjama,2009-04-25 00:00:00,Finland,"Onkisalo, Luhanka, Central Finland",alarm call,XC343672,1,8,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:19,Sonnenburg,2016-11-16 00:00:00,Germany,"Dahme-Spreewald (near  Heidesee), Brandenburg",call,XC342794,1,19,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:12,Mikael Litsgård,2016-06-06 00:00:00,Sweden,"Frösåker, Västerås",call,XC322214,1,12,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:32,Vincent van der Spek,2016-06-03 00:00:00,Netherlands,"Westduinpark, Den Haag, Zuid-Holland",begging call,XC321304,1,32,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:26,Szymon Czernek,2016-06-11 00:00:00,Poland,"Gmina Kaliska, starogardzki, pomorskie","call, juvenile",XC321168,1,26,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:57,Sonnenburg,2016-06-07 00:00:00,Germany,"Dahme-Spreewald (near  Königs Wusterhausen), Brandenburg","begging call, juvenile",XC320461,1,57,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:14,Sonnenburg,2016-05-28 00:00:00,Germany,"Oder-Spree (near  Tauche), Brandenburg",alarm call,XC318863,1,14,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:28,Paul Ehlers,2016-05-04 00:00:00,Germany,"Pevestorfer Wiesen, Hoehbeck, Niedersachsen",call,XC315786,1,28,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:44,Jerome Fischer,2016-03-10 00:00:00,Switzerland,"Corcelles-Cormondrèche, Boudry, Canton of Neuchâtel","drumming, female",XC308983,1,44,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:23,Jerome Fischer,2016-03-10 00:00:00,Switzerland,"Corcelles-Cormondrèche, Boudry, Canton of Neuchâtel",call,XC308981,1,23,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:07,Joost van Bruggen,2016-03-18 00:00:00,Netherlands,"Rheden, Rheden, Gelderland",call,XC308569,1,7,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major pinetorum,0:45,Jarek Matusiak,2016-02-15 00:00:00,Poland,"Gmina Piecki (near  Krutyń), mrągowski, warmińsko-mazurskie","call, male",XC304016,1,45,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:07,Gerhard Lühning,2016-02-11 00:00:00,Germany,"Bremen, Bremen","call, female",XC303225,1,7,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:26,Szymon Pławecki,2016-01-14 00:00:00,Poland,"Gmina Pszczyna (near  Pszczyna), pszczyński, śląskie",alarm call,XC300156,1,26,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:06,Manuel Grosselet,2016-01-09 00:00:00,France,"Petit-Mars, Loire-Atlantique, Pays de la Loire",flight call,XC298729,1,6,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:11,Jordi Calvet,2015-12-30 00:00:00,Spain,"Farena, La Conca de Barberà,  Catalunya",call,XC297679,1,11,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:15,Eetu Paljakka,2015-02-20 00:00:00,Finland,"Enonkoski kirkonkylä, Southern Savonia","drumming, male",XC290117,1,15,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:14,Uku Paal,2015-08-09 00:00:00,Estonia,"Vaibla, Kolga-Jaani Parish, Viljandi maakond","alarm call, juvenile",XC282957,1,14,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:26,Eetu Paljakka,2015-03-14 00:00:00,Finland,"Tolsa, Kirkkonummi, Uusimaa",drumming,XC279059,1,26,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:06,José Carlos Sires,2015-05-04 00:00:00,Spain,"parque de las corchuelas, dos hermanas, sevilla, andalucía","alarm call, drumming",XC266757,1,6,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major pinetorum,0:53,Cedric Mroczko,2015-06-19 00:00:00,France,"Saint-Agnan-en-Vercors, Drôme, Rhône-Alpes",alarm call,XC253500,1,53,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major pinetorum,0:45,Cedric Mroczko,2015-06-19 00:00:00,France,"Saint-Agnan-en-Vercors, Drôme, Rhône-Alpes","begging call, juvenile",XC253497,1,45,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:54,Lars Lachmann,2015-04-10 00:00:00,Germany,"Waldgelände Frohnau, Berlin","alarm call, call, drumming, song",XC252314,1,54,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:35,Sonnenburg,2015-06-07 00:00:00,Germany,"Oder-Spree (near  Spreenhagen), Brandenburg","begging call, juvenile",XC251830,1,35,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:59,Kim Leyland,2015-04-07 00:00:00,United Kingdom,"Burrs Wood, Derbyshire, England",drumming,XC239991,1,59,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:25,Terje Kolaas,2015-04-27 00:00:00,Norway,"Verdalsora, Verdal, Nord-Trøndelag","drumming, male",XC237619,1,25,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:23,Terje Kolaas,2015-03-12 00:00:00,Norway,"Verdalsora, Verdal, Nord-Trøndelag",drumming,XC236468,1,23,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:17,David Darrell-Lambert,2015-04-06 00:00:00,United Kingdom,"London Borough of Barnet (near  London), Greater London, England",song,XC234520,1,17,Dendrocopos major,183,song
Great Spotted Woodpecker,Dendrocopos major,0:55,Lauri Hallikainen,1999-06-20 00:00:00,Finland,"Jakokoski, Kontiolahti, North Karelia",begging call,XC233922,1,55,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major major,0:53,Albert Lastukhin,2015-03-14 00:00:00,Russian Federation,"Zvenigovskiy rayon, Respublika Mariy El",call,XC217628,1,53,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:13,Henk Krajenbrink,2013-06-09 00:00:00,Netherlands,"De Steeg, Rheden, Gelderland","begging call, juvenile",XC215612,1,13,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:29,Sonnenburg,2015-03-04 00:00:00,Germany,"Dahme-Spreewald (near  Storkow (Mark)), Brandenburg",drumming,XC215495,1,29,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:37,Ilkka Heiskanen,1985-04-13 00:00:00,Finland,"Marjoniemi, Heinola",drumming,XC213358,1,37,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:39,Mikael Litsgård,1978-06-21 00:00:00,Sweden,"Falun, Dalarna",begging call,XC212866,1,39,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:17,Sonnenburg,2015-01-31 00:00:00,Germany,"Dahme-Spreewald (near  Heidesee), Brandenburg",call,XC211810,1,17,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:47,Jordi Calvet,2014-10-18 00:00:00,Spain,"Riu Segre, Soses, Catalunya",call,XC206924,1,47,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:55,Patrik Åberg,2014-05-24 00:00:00,Sweden,"Källedalen, Fröstorp, Tibro, Västergötland","call, female, male",XC197900,1,55,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:26,Buhl Johannes,2014-08-30 00:00:00,Germany,"Augsburg, Siebentischwald, Siebenbrunner Quellflur (north)",", call",XC193853,1,26,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:31,Zoltán Dudás,2014-05-05 00:00:00,Hungary,"Salgótarján, Salgótarjáni, Nógrád County",juvenile,XC189034,1,31,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major major,0:24,Thijs Fijen,2014-04-19 00:00:00,Sweden,"Heby, Uppsala",drumming,XC188799,1,24,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:15,Jordi Calvet,2014-05-03 00:00:00,Spain,"PN del Montseny, El Vallès Oriental, Barcelona, Catalonia",call,XC177317,1,15,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:54,Elias A. Ryberg,2014-05-04 00:00:00,Norway,"Sør-Odal, Hedmark","alarm call, female, male",XC177132,1,54,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:24,Jelmer Poelstra,2014-03-11 00:00:00,Sweden,"Rötmyran, Östervåla area, Uppland",call,XC170011,1,24,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:10,Jerome Fischer,2014-03-09 00:00:00,Switzerland,"Corcelles-Cormondrèche, Boudry, Canton of Neuchâtel",drumming,XC169316,1,10,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:33,Piotr Szczypinski,2013-12-11 00:00:00,Poland,"Gmina Szreńsk (near  Krępa), Mława County, Masovian Voivodeship","flight call, pecking",XC157645,1,33,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:45,Jack Berteau,2012-03-17 00:00:00,France,"Quinçay, Vienne, Poitou-Charentes",drumming,XC156178,1,45,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:25,Matt Slaymaker,2013-09-13 00:00:00,Sweden,"Kvismaren, Örebro County",call,XC148534,1,25,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:12,Stein Ø. Nilsen,2013-09-22 00:00:00,Norway,Straumsbukta SNI,"call, drumming, juvenile",XC148528,1,12,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:57,Stein Ø. Nilsen,2013-09-22 00:00:00,Norway,Straumsbukta SNI,"call, drumming, juvenile",XC148447,1,57,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:13,Stein Ø. Nilsen,2013-09-22 00:00:00,Norway,Straumsbukta SNI,"call, drumming, juvenile",XC148445,1,13,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:28,Erik Roels,2006-06-22 00:00:00,Belgium,"Berlare, East Flanders, Flemish Region","alarm call, call",XC143112,1,28,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:32,Erik Roels,2006-06-22 00:00:00,Belgium,"Berlare, East Flanders, Flemish Region","alarm call, call",XC143111,1,32,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:44,Bernard BOUSQUET,2013-06-01 00:00:00,France,"Montardon, Pyrénées-Atlantiques, Aquitaine",call,XC138283,1,44,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:25,Rolling Harbour,2013-05-21 00:00:00,United Kingdom,"Chiswick, West London, England","nestling sounds from tree-hole nest, juvenile",XC134423,1,25,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:24,Jelmer Poelstra,2013-04-14 00:00:00,Sweden,"Södra Flänningen, N of Östervåla, Uppland, Sweden",call,XC130452,1,24,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:36,Mathias Ritschard,2012-05-18 00:00:00,Poland,Bialowieza,call,XC129489,1,36,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:33,Jelmer Poelstra,2013-03-31 00:00:00,Sweden,"Södra Flänningen, N of Östervåla, Uppland, Sweden","call, drumming",XC128132,1,33,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:15,Jelmer Poelstra,2013-03-29 00:00:00,Sweden,"Fågelvägen, Östervåla, Uppland","call, female",XC127795,1,15,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:07,Jelmer Poelstra,2013-03-29 00:00:00,Sweden,"Hornbäcken, Östervåla area, Uppland",alarm call,XC127794,1,7,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:42,Jelmer Poelstra,2013-03-16 00:00:00,Sweden,"Hornbäcken, Östervåla area, Uppland",drumming,XC125675,1,42,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major pinetorum,0:28,Jarek Matusiak,2013-03-03 00:00:00,Poland,"Jabłonna (near  Gmina Jabłonna), Legionowo County, Masovian Voivodeship","alarm call, male",XC123545,1,28,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:11,Jordi Calvet,2012-12-28 00:00:00,Spain,"La Cerdanya (near  Alp), Girona, Catalonia",call,XC115944,1,11,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major pinetorum,0:58,Bram Piot,2012-05-23 00:00:00,France,"Marais de Lavours, Ain","begging call, juvenile",XC113892,1,58,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:34,Patrik Åberg,2012-08-19 00:00:00,Sweden,"Öasjön, Älgarås, Tibro, Västergötland",call,XC110359,1,34,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major major,0:19,Niels Krabbe,2010-05-27 00:00:00,Sweden,Hallands Väderö,begging calls of juveniles in nest,XC53813,1,19,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:59,Patrik Åberg,2008-03-15 00:00:00,Sweden,"Ryholm, Västergötland",call,XC27046,1,59,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:21,Kucherenko Volodymyr,2018-12-08 00:00:00,Ukraine,Donske,call,XC445090,2,21,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:38,Kucherenko Volodymyr,2018-12-08 00:00:00,Ukraine,Donske,call,XC445089,2,38,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:10,W. Agster,2018-11-15 00:00:00,Germany,"Wetteraukreis (near  Bad Vilbel), Darmstadt, Hessen",call,XC442796,2,10,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:14,Morvan Corentin,2018-11-03 00:00:00,France,"Forêt d'Orient Natural Regional Park (near  Dienville), Aube, Grand Est",call,XC441246,2,14,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:29,Annette Hamann,2018-08-11 00:00:00,Germany,"Görlitz (near  Hähnichen), Dresden, Sachsen","alarm call, call",XC431295,2,29,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:18,Romuald Mikusek,2018-05-30 00:00:00,Poland,"Gmina Rymanów, krośnieński, Województwo podkarpackie",begging call,XC422090,2,18,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:12,José Carlos Sires,2017-11-15 00:00:00,Spain,"Córdoba, Córdoba, Andalucía",call,XC420952,2,12,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:32,José Carlos Sires,2017-11-15 00:00:00,Spain,"Córdoba, Córdoba, Andalucía",drumming,XC420950,2,32,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:35,José Carlos Sires,2017-11-15 00:00:00,Spain,"Córdoba, Córdoba, Andalucía","call, drumming",XC420949,2,35,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:04,Jorge Leitão,2016-12-08 00:00:00,Germany,Königstuhl Heidelberg,alarm call,XC419609,2,4,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:08,Jorge Leitão,2016-03-21 00:00:00,Germany,Königstuhl Heidelberg,alarm call,XC419601,2,8,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:12,Jorge Leitão,2017-04-27 00:00:00,Germany,Königstuhl Heidelberg,call,XC419597,2,12,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:16,Dimitri,2018-04-18 00:00:00,Italy,"Sant'Egidio alla Vibrata, TE","bickering, call",XC411687,2,16,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:35,Ad Postma,2018-03-09 00:00:00,Netherlands,"Borculo, Berkelland, Gelderland","call, drumming",XC405102,2,35,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:15,Aidan Place,2018-01-23 00:00:00,Bosnia Herzegovina,"Stari Grad Sarajevo (near  Sarajevo), Kanton Sarajevo, Federacija Bosne i Hercegovine",call,XC400456,2,15,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major hispanus,0:10,Cedric Mroczko,2017-07-15 00:00:00,Spain,"Puerto de Navacerrada, Cercedilla, Comunidad de Madrid",call,XC399776,2,10,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major hispanus,0:18,Cedric Mroczko,2017-07-14 00:00:00,Spain,"Sendero Schmid, Segovia, Castilla y León",call,XC399765,2,18,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:40,Cedric Mroczko,2017-06-08 00:00:00,France,"Mélagues, Aveyron, Occitanie",call,XC396968,2,40,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:05,Dominic Garcia-Hall,2017-12-20 00:00:00,United Kingdom,"Underhill Farm, Peak National Park, Staffordshire, England","non-vocal, wingbeats",XC396774,2,5,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:47,Vincent Pourchaire,2017-10-14 00:00:00,France,"Prémillieu, Ain, Auvergne-Rhône-Alpes",call,XC394071,2,47,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:06,Toon Jansen,2017-10-19 00:00:00,Belgium,"Lommel, Limburg, Vlaams Gewest",flight call,XC393830,2,6,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:38,Cedric Mroczko,2017-05-20 00:00:00,France,"Cordes-sur-Ciel, Tarn, Occitanie",alarm call,XC391662,2,38,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:26,Cedric Mroczko,2017-05-20 00:00:00,France,"Cordes-sur-Ciel, Tarn, Occitanie",alarm call,XC391661,2,26,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:12,johannes buhl,2017-10-15 00:00:00,Germany,"Augsburg,Siebenbrunn-Süd north",alarm call,XC391526,2,12,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:06,johannes buhl,2017-10-13 00:00:00,Germany,"Augsburg,Siebenbrunn-Süd north",alarm call,XC391344,2,6,Dendrocopos major,183,icall
Great Spotted Woodpecker,Dendrocopos major,0:15,Antonio Xeira,2017-10-03 00:00:00,Germany,"Haspelmoor, Oberbayern, Bayern",call,XC388491,2,15,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:47,Lars Edenius,2017-09-25 00:00:00,Sweden,"Kåddis, Umeå, Västerbottens län",drumming,XC387477,2,47,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major major,0:57,Bram Piot,2017-08-16 00:00:00,Norway,"Maridalen, Oslo",call,XC383221,2,57,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:07,Alan Knox,2017-08-07 00:00:00,United Kingdom,"Aberdeenshire, Scotland",call,XC383025,2,7,Dendrocopos major,183,call
Great Spotted Woodpecker,Dendrocopos major,0:09,Olivier SWIFT,2017-04-08 00:00:00,France,"Bonrepos, Hautes-Pyrénées, Occitanie",drumming,XC381198,2,9,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:27,Frank A. Roos,2016-01-06 00:00:00,Netherlands,"Oud Zuilen, Maarssen, Utrecht",drumming,XC377853,2,27,Dendrocopos major,183,others
Great Spotted Woodpecker,Dendrocopos major,0:01,Frank A. Roos,2017-06-24 00:00:00,Netherlands,"Maarssen, Maarssen, Utrecht",call,XC376883,2,1,Dendrocopos major,183,call
